playlist_name,playlist_img,track_name,track_uri,artist_name,album_name,album_img,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Proper Patola,39ujbBjTwwqUFySaCYDMMT,Badshah,Namaste England (Original Motion Picture Soundtrack),https://i.scdn.co/image/4ce512c134360effeed62ac7f24d2bb7aaae6860,0.77,0.824,C#,-6.491,minor,0.0851,0.485,0,0.318,0.49,172.006,178605,4,C# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Jind Mahi,3SJVCbBFTxR6UvvTWRNbMp,Diljit Dosanjh,Jind Mahi,https://i.scdn.co/image/5ec0ca1d1f2da87f6bfa8f105604c066032ce3e9,0.73,0.705,F,-4.358,minor,0.0328,0.286,0,0.113,0.655,139.924,175000,4,F minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Gwandian (feat. Richa Chadda),72hncYiVFu5oqerfJOdbai,Dr Zeus,Global Injection,https://i.scdn.co/image/b3a31577a843038746097219d6457e1458ae7685,0.803,0.851,F#,-5.112,minor,0.106,0.324,5.52e-6,0.441,0.883,106.852,174584,4,F# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Dance,7fWMvmH2YLxabiHfxH03CO,F1rstman,Dance,https://i.scdn.co/image/77eb7c17cafe5503e8196b15c10ab670625cdaf0,0.777,0.814,G#,-5.42,minor,0.0465,0.0118,9.75e-6,0.05,0.766,97.974,209602,4,G# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Aitvaar,1oTyX0QcxOmnJlilzhfak1,Jaz Dhami,Pieces of Me,https://i.scdn.co/image/a7deb527ab97c5e6819b374aa40f7595d4d67d88,0.737,0.753,C#,-5.14,major,0.276,0.175,0,0.113,0.668,171.853,172326,4,C# major
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,New Year Mix 2018 - DJ Kiran Kamath,6yESq1llaLQJSbGVex6La8,Dj Kiran Kamath,New Year Mix 2018 (DJ Kiran Kamath),https://i.scdn.co/image/ada971da186c7e3d930640e77dbc8c387ca39150,0.698,0.902,B,-3.789,minor,0.0451,0.0663,2.56e-4,0.281,0.756,102.053,212353,4,B minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Call,0OrBLnWKN7bI60IXPYi8F6,D Soldierz,Call - Single,https://i.scdn.co/image/7a3f95c6c9d96894e53d8ea49b0b7bae5323c63b,0.825,0.704,G,-4.777,major,0.042,0.467,2.45e-4,0.113,0.661,97.981,224119,4,G major
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,New Direction,6GaNtKuiLXMfNAXRMOjraa,Subaig Singh,New Direction,https://i.scdn.co/image/8b1d213eabd5bf12f6150b0433d89734cc5c416e,0.718,0.858,G#,-3.32,minor,0.0601,0.395,0,0.228,0.705,102.997,240000,4,G# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Bom Diggy,7Dhy1R9NmD96wfr7VJEN37,Zack Knight,Bom Diggy - Single,https://i.scdn.co/image/9dc07f4a2b90f6ad180b9ad3b0a86bd97eff614e,0.793,0.777,E,-5.636,minor,0.197,0.273,0,0.144,0.528,103.956,207692,4,E minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Bhare Bazaar,4j779sUc98SGgsEP4bl1N5,Rishi Rich,Bhare Bazaar,https://i.scdn.co/image/ad11d3b6c409fec483fb2c0ef01ff195eb443a52,0.855,0.849,B,-4.472,major,0.0549,0.276,0,0.0302,0.699,126.028,214286,4,B major
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Going to America,7yvqrojd4NUJCyyJpLX6WN,Nucleya,Going to America,https://i.scdn.co/image/534c12c7ffe556dc3c0dc6e679f91298eaf80af4,0.692,0.673,F#,-7.02,minor,0.193,0.134,4.81e-6,0.391,0.766,173.849,179310,4,F# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Buzz,3XYvdqcZrTmRntFDDbJkJd,Aastha Gill,Buzz,https://i.scdn.co/image/7d0183f84cfddf050023360bdc278375694a628b,0.663,0.551,D#,-8.272,minor,0.109,0.236,3.57e-5,0.0923,0.601,113.314,193414,3,D# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Bollywood Medley 6,0R4QLXjzI2S1uHyw2nFIlK,Zack Knight,Bollywood Medley 6,https://i.scdn.co/image/79a88953f92067e93bf587ced24c96d3a2844950,0.429,0.279,A,-10.981,minor,0.059,0.835,2.03e-5,0.105,0.309,175.432,153409,4,A minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,"Tip Tip - From ""Lockdown""",69iaaF0VAWOciXqJ2wfe54,Badshah,"Tip Tip (From ""Lockdown"")",https://i.scdn.co/image/b3350e6e58d4393ce702d487bce5b3c9aa8f906f,0.692,0.685,A#,-8.251,minor,0.0463,0.545,0.0796,0.0962,0.429,103.946,186752,4,A# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Galtiyan,0IqNVZdY5Cc5WPH7lmfRdm,Zack Knight,Galtiyan,https://i.scdn.co/image/63282c0c68646bdbc8647cccd9fbe047cd7677ed,0.688,0.486,A#,-8.672,minor,0.138,0.449,0,0.107,0.363,93.419,197647,4,A# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Thumka,7sw49gd22TmoSW3sMGuHbn,Zack Knight,Thumka,https://i.scdn.co/image/96e81406d982703e35794aa5dd7833d09d400868,0.778,0.801,F,-6.456,major,0.0758,0.0284,0,0.327,0.62,106.061,167438,4,F major
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Naah,0zRsGGueSQLRkYWs4kPA4V,Harrdy Sandhu,Naah,https://i.scdn.co/image/0861e3f75caccb9cfa6d357f34bf290d53e748ec,0.715,0.863,D,-2.539,minor,0.063,0.62,6.32e-5,0.0972,0.828,99.981,190000,4,D minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Jaani Tera Naa,0LZA36VEmc6n0Y7X29zIgE,Sunanda Sharma,Jaani Tera Naa,https://i.scdn.co/image/5aa43cc26ece91fb995c0e6fe39611ba34068e9a,0.776,0.882,G#,-2.864,minor,0.0456,0.0653,1.51e-4,0.11,0.789,93.99,188606,4,G# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Daru Badnaam,2TzyJEUfWHGRsk3r6Emvbk,Param Singh,Daru Badnaam,https://i.scdn.co/image/341d1685c7a2237c8f5c7f232929be1b273437f2,0.541,0.676,G#,-3.893,minor,0.153,0.442,0,0.159,0.845,90.037,185333,4,G# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,YTL Yaar Tera LIT,0FOttmcxs2gtOhUHB9SmM3,Mickey Singh,YTL - Yaar Tera LIT,https://i.scdn.co/image/a843cbefa19069299da2d429dabda56d4f240ed3,0.581,0.82,D#,-3.697,minor,0.136,0.0569,0,0.167,0.446,167.889,205540,4,D# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Teeje Week,000RDCYioLteXcutOjeweY,Jordan Sandhu,Teeje Week,https://i.scdn.co/image/816b846d0f9bc33130ab76fba6dd6dd06f0739a6,0.679,0.77,C,-3.537,major,0.19,0.0583,0,0.0825,0.839,161.721,190203,4,C major
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Phone,6MRuNaMaH65vGyek33fXMV,Mickey Singh,Phone,https://i.scdn.co/image/23505461ba818fe2847814b51c9cdf0b5abadd8d,0.448,0.693,F,-5.425,minor,0.0764,0.127,2.02e-6,0.0815,0.55,91.561,212928,4,F minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Jo Tu Na Mila,6DefzsWqnwrFrmNVnJxWkS,Asim Azhar,Jo Tu Na Mila,https://i.scdn.co/image/4a8941b78f471171d9f7a42a8bad2a8ca836794f,0.508,0.507,C,-5.33,minor,0.0384,0.0636,1.15e-5,0.359,0.218,159.68,234037,4,C minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Bungee Jumping,43nNz6JNOYX2M3YsGq8hnc,Naughty Boy,Bungee Jumping,https://i.scdn.co/image/77eb7c17cafe550322a93379a0b5cafdbae82924,0.492,0.544,C#,-7.374,minor,0.0371,0.526,0.0709,0.195,0.13,132.141,229773,4,C# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Te Bote Punjabi (Remix),5ButoUh5xM097isfCBxKlE,Kiat,Te Bote Punjabi (Remix),https://i.scdn.co/image/7dd3f76f67b5694912bdcec1280120d28d205a1f,0.669,0.733,E,-4.383,minor,0.0317,0.0223,6.36e-6,0.0663,0.196,101.948,240000,4,E minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Patakay,2UB5xkPwY3Y2tVD0GbIccf,DJ Harpz,Patakay,https://i.scdn.co/image/731c0e921bb7d8df492df355bd18b223a6ae9967,0.771,0.753,C#,-6.039,minor,0.116,0.318,0,0.0835,0.623,133.346,237750,5,C# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Bills,1YHlgbQb7qACT02vSgRopY,Zack Knight,Bills,https://i.scdn.co/image/47a39733f62257cc40993861c66136d0b3ef6d17,0.84,0.574,A,-5.941,minor,0.277,0.364,0,0.145,0.427,110.036,201454,4,A minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Mango,3ncHgWHfco3gHe4BMoowcQ,Bilal Shahid,Mango,https://i.scdn.co/image/e872cac23e8684dbcc0e2c88fa4a70c0935b1524,0.469,0.573,G#,-7.634,minor,0.0558,0.335,0,0.107,0.543,95.989,174576,4,G# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Heeriye,1v5ofVOxXpTUiQgDrx3hq7,Meet Bros.,Race 3 (Original Motion Picture Soundtrack),https://i.scdn.co/image/55b262c9bffc6f71e59972a54c8b69753c7f92a3,0.628,0.876,C#,-3.936,minor,0.0591,0.0711,0,0.165,0.564,130.037,305236,4,C# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Illegal Weapon,3Oe3VdPn6rAueriQvFhCBA,Garry Sandhu,Illegal Weapon,https://i.scdn.co/image/40944dcb3244807fcaca81dc4e2aceeb2084ea49,0.814,0.666,F#,-6.555,major,0.0635,0.488,4.23e-5,0.108,0.714,94.02,230000,4,F# major
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Knightridah,1o58Z1uYnQUqfFHaA8ykIC,Imran Khan,Knightridah,https://i.scdn.co/image/015cbeb5196914cd2d87a5acb0020af77274cb32,0.828,0.614,C,-4.412,minor,0.051,0.0594,0,0.142,0.639,98.029,190446,4,C minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Jab Koi Baat - Recreated,43GfQ1SC17rBWiHkOtdwK8,Atif Aslam,Jab Koi Baat - Recreated,https://i.scdn.co/image/da05bfe5f91c32b8c0a81620ed1ab65d35335b7f,0.667,0.621,F,-5.697,major,0.0271,0.47,4.15e-5,0.13,0.451,106.032,192229,4,F major
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Trending Nakhra,42NUrjx6cy23vTp2JyUawT,Amrit Maan,Trending Nakhra,https://i.scdn.co/image/a4912d2b8a96b8ed08204700e365e802d38b37e2,0.712,0.696,C#,-4.778,minor,0.303,0.323,4.31e-4,0.107,0.564,183.982,234783,4,C# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Magic (feat. Tedi Pagg),3nCpIsFQng80gUWcaLhjG9,Mickey Singh,Magic,https://i.scdn.co/image/77eb7c17cafe5503e8ac3d54d72e627fc52d4def,0.676,0.767,F,-4.158,minor,0.0376,0.0266,0,0.0983,0.711,113.974,203500,4,F minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Tempted To Touch (feat. Rupee),1raJLuHKTmc3au4fC2pmRm,Zaeden,Tempted To Touch (feat. Rupee),https://i.scdn.co/image/9bbd353f06b1f84e60a735abe1bd4d2b551e3d9b,0.751,0.674,C,-7.367,major,0.072,0.0184,0,0.11,0.577,107.889,189444,4,C major
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Kamariya,5HJvDTnAaDWqhsE841I1QR,Lijo George,Mitron (Original Motion Picture Soundtrack),https://i.scdn.co/image/a36befcef2b25650e718a981421a45ef46de6490,0.337,0.963,G,-2.93,major,0.296,0.284,0,0.281,0.405,62.481,251640,4,G major
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Cheater Mohan,3kiVVu3Myk1SOPISaNS53y,Kanika Kapoor,Cheater Mohan,https://i.scdn.co/image/457edc5a487c469bbe3be52b1c3c2e3ac936d093,0.931,0.701,A#,-7.201,minor,0.0931,0.288,0,0.182,0.921,108.018,196111,4,A# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,"Tere Liye - Remix by DJ Kiran Kamath (From ""Namaste England"")",6vgSxW7UmoEYKICOR443ZY,Mannan Shaah,"Tere Liye [Remix by DJ Kiran Kamath (From ""Namaste England"")]",https://i.scdn.co/image/e45aa8aa0ee67fe06164b72739c522fa232284b3,0.628,0.938,C,-1.821,major,0.0921,0.0273,0,0.412,0.723,104.958,153143,4,C major
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,"Enna Sona (From ""OK Jaanu"")",1Wf5q34m4hTnAxCljiAonb,A.R. Rahman,"Enna Sona (From ""OK Jaanu"")",https://i.scdn.co/image/d47435a5ee372bf1d212c447b18724dcb6a101b1,0.717,0.416,G,-9.875,minor,0.0303,0.635,1.43e-6,0.0976,0.381,100.026,213632,4,G minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Husn Nawabi,3TPw0Ycu40YKYCZB59zhjA,Arpit G,Husn Nawabi,https://i.scdn.co/image/bc50707fde415bfbe49088c9cc09bdf8a69434eb,0.84,0.767,G#,-5.575,major,0.0548,0.0122,4.96e-5,0.077,0.508,97.004,165773,4,G# major
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,"Ae Dil Hai Mushkil (Club Mix By DJ Kiran Kamath) [From ""Ae Dil Hai Mushkil""]",3LbFEmmjIYfAYN7MBdF7yp,Pritam,"Ae Dil Hai Mushkil (Club Mix By DJ Kiran Kamath) [From ""Ae Dil Hai Mushkil""]",https://i.scdn.co/image/cfd35a0414f7b097c4a256442d2301922c24cacb,0.647,0.935,D#,-4.009,minor,0.137,0.0116,1.44e-4,0.0643,0.245,128.039,237187,4,D# minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Baaki Baatein Peene Baad (Shots),2RBkVQwpkDeYytMTQwjyTk,Arjun Kanungo,Baaki Baatein Peene Baad (Shots),https://i.scdn.co/image/86297271f3d677ca3d0748644f9209301ba7c7a5,0.566,0.862,G,-6.02,minor,0.105,0.0246,0,0.103,0.455,147.974,220313,4,G minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,Bang Bang,5R7HpWXej6SiCrd9YJsC5g,Vishal-Shekhar,Bang Bang (Original Motion Picture Soundtrack),https://i.scdn.co/image/fcec5101965f66784ec3fc86c4c26e010c8f2ff6,0.703,0.678,E,-8.644,minor,0.0417,0.0478,7.02e-5,0.496,0.694,120.051,320000,4,E minor
TOP HITS INDIA - TOP 50 INDIA - INDIA TOP 50 - TOP SONGS IN INDIA 2019,https://pl.scdn.co/images/pl/default/dc331bd423ccd1f00f914e627d71e06e4085d073,"Beat Juunglee (From ""Dil Juunglee"")",0KnwZmntwVMklQfmYvoEf7,Tanishk Bagchi,"Beat Juunglee (From ""Dil Juunglee"")",https://i.scdn.co/image/e9a41d7d05dfdb32718d8f3f885da7b60798c66d,0.75,0.961,A,-4.166,major,0.0622,0.0941,3.25e-5,0.144,0.911,134.106,129999,4,A major
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,Narcos,0wbnC9AUenxp613TYaJsGK,Migos,Culture II,https://i.scdn.co/image/79ef8fb6e772a47e3e045a747376dca7b900583e,0.936,0.588,G,-6.948,minor,0.136,0.0146,0,0.139,0.238,124.987,255379,4,G minor
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,Desde el Corazón,1R2mapMAUiYqre6jcFX57g,Bad Bunny,Más de un Siglo,https://i.scdn.co/image/b6481355691db7e5b2ffb57c72a141ef14655aa3,0.739,0.663,A#,-6.398,minor,0.266,0.0529,0,0.198,0.368,180.025,127040,4,A# minor
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,Callao,2xNXEpSclsYQEnh2zEPtOu,Wisin & Yandel,Callao,https://i.scdn.co/image/77eb7c17cafe550324deaf45201e7b41768a0d93,0.727,0.836,D#,-4.174,minor,0.04,0.0081,0,0.0357,0.884,92.037,220360,4,D# minor
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,Ta To Gucci (Remix),7kuRvjpeUcn6qNV9IBXC2C,Cauty,Cauty VS Young Cauty,https://i.scdn.co/image/77eb7c17cafe5503fdc6655fe7adddb710e1ff87,0.73,0.648,C#,-6.405,minor,0.378,0.383,1.12e-4,0.103,0.675,187.991,304859,4,C# minor
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,A Solas - Remix,3T5QSIgoaPIh07SwixRDp7,Lunay,A Solas Remix,https://i.scdn.co/image/77eb7c17cafe5503b691b4816167dfd177c01a7d,0.618,0.743,F#,-2.576,minor,0.141,0.657,5.95e-6,0.143,0.589,180.021,273198,4,F# minor
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,No Quiere Amores,5TO5TtKtsJofArlp6in1Zr,Alex Rose,No Quiere Amores,https://i.scdn.co/image/77eb7c17cafe5503743d93a089fe3cd88c04c71a,0.677,0.619,A,-2.992,major,0.256,0.0209,0,0.181,0.416,191.746,275999,4,A major
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,Lluvia,0A8PsgJA9yD2TjmORtpSSa,Eladio Carrion,Lluvia,https://i.scdn.co/image/77eb7c17cafe5503e149afe9cbd1759954dd9181,0.78,0.539,C,-8.184,major,0.275,0.646,3.99e-5,0.257,0.253,99.977,192000,4,C major
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,Perreo 101 - Remix,6Q15YBXV086w1DJ2pnKJQ0,Jowell,Perreo 101,https://i.scdn.co/image/77eb7c17cafe55039cd94edb37ba919cd8919d95,0.856,0.843,C#,-5.149,major,0.223,0.321,3.01e-5,0.732,0.739,89.842,253416,4,C# major
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,Loco,7fDQGQHmRknaq6qhKIPAKm,Casper Magico,Loco,https://i.scdn.co/image/77eb7c17cafe5503fe95b54f5b3168b4dca58f82,0.576,0.778,C#,-2.706,major,0.221,0.585,0,0.121,0.373,98.054,211905,4,C# major
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,Flow Payco,1fQjcMwkfHOtmexR85AxFS,Leebrian,Flow Payco,https://i.scdn.co/image/f2319cebce7dc04c98daa5e60ab1e99727cacbab,0.935,0.459,F#,-10.757,minor,0.295,0.27,0.0105,0.0529,0.893,135.019,196750,4,F# minor
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,Lo Tengo,13qnudOng8fZPXLl9kQvav,Dayme y El High,Lo Tengo,https://i.scdn.co/image/77eb7c17cafe550319f03db140dc09c94604f493,0.818,0.488,G,-8.824,major,0.41,0.681,0,0.135,0.577,137.147,243357,4,G major
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,DÉJALO,7KP8ydBNwzR5OIV9KWoLQc,A.CHAL,DÉJALO,https://i.scdn.co/image/77eb7c17cafe55035399f78b678155f0cff96ee2,0.805,0.386,B,-10.628,minor,0.213,0.143,0.285,0.111,0.114,131.09,199485,4,B minor
TOP HITS PUERTO RICO - TOP 50 PUERTO RICO - PUERTO RICO TOP 50 - TOP SONGS IN PUERTO RICO 2019,https://pl.scdn.co/images/pl/default/91defa33097a01770201776d53b8b5cf29c71de7,Guaya,0JrEzCIvMQlErAXTliTw4a,Wisin & Yandel,Guaya,https://i.scdn.co/image/77eb7c17cafe550324deaf45201e7b41768a0d93,0.766,0.882,C#,-3.895,minor,0.0491,0.0429,3.99e-6,0.115,0.503,98.051,223120,4,C# minor
