playlist_name,playlist_img,track_name,track_uri,artist_name,album_name,album_img,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,imagine,7rfIrT1uJ73mZnxx7h2fhi,Ariana Grande,imagine,https://i.scdn.co/image/769b4b8dc0811f2c12994fdfa64d04118c666ae5,0.725,0.48,G#,-4.929,major,0.0417,0.34,0,0.106,0.367,62.545,212293,3,G# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Bouheli,2kUT8dTjyum9wGfikCBmMA,Balti,Bouheli,https://i.scdn.co/image/f04bcd5b66a25f7780cdf7604fae7c3f93265238,0.769,0.395,C#,-11.887,minor,0.213,0.604,7.23e-6,0.0543,0.665,92.373,244846,4,C# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,BAD!,4CH66Rxcjcj3VBHwmIBj4T,XXXTENTACION,BAD!,https://i.scdn.co/image/5884e3cdf34e619b292cc476c20e850c7ff31a02,0.78,0.492,F,-3.4,minor,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,4,F minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,ça va pas,44CWQaqXJNK7QiY5UsCN2I,H-Kayne,ça va pas,https://i.scdn.co/image/8f1984ab8358d43302c64ffe871e3a1c139c473d,0.673,0.867,F,-5.065,minor,0.18,0.343,2.18e-6,0.0536,0.746,189.874,214727,4,F minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Baba,3cuS9rR3l0KJNIKIMvSYSg,Hamouda,Baba,https://i.scdn.co/image/77eb7c17cafe5503f47006edd7bd589191bea2c3,0.794,0.535,C#,-7.317,major,0.0557,0.498,0,0.0858,0.318,97.026,220206,4,C# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Happier,2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,https://i.scdn.co/image/13e7cea6399eaaf6cc7ead76e9582f8a9e37dbff,0.687,0.792,F,-2.749,major,0.0452,0.191,0,0.167,0.671,100.015,214290,4,F major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Slay (feat. ElGrandeToto),6aAclXBj0CK4EKkk0bU5Ra,Manal,Slay (feat. ElGrandeToto),https://i.scdn.co/image/c36f3f5f5a59133e4ba2500e5b9093b72a116091,0.941,0.809,C#,-6.266,major,0.21,0.0644,0,0.0607,0.674,125.987,213333,4,C# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Cosa Nostra,4Qav6SJ9A0EHPXUfnpd9bV,Soolking,Fruit du démon,https://i.scdn.co/image/1c17bbecd24dc8a7253aca9bf5b57f509a58a844,0.738,0.798,G#,-4.641,minor,0.27,0.588,1.11e-5,0.326,0.375,150.19,264133,4,G# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,SAD!,3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,?,https://i.scdn.co/image/2e70e7b198acc3bb03aaba9424c5fb23fb38c536,0.74,0.613,G#,-4.88,major,0.145,0.258,0.0037200000000000002,0.123,0.473,75.023,166606,4,G# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Décapotable,2F82KnRqMRq0zDi4uBVSlm,Zouhair Bahaoui,Décapotable,https://i.scdn.co/image/862708bd65306b014b325e34c4526e6632b11326,0.892,0.666,B,-7.452,minor,0.0746,0.0746,0,0.0979,0.776,97.965,209424,4,B minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Rockstar,1NIoiT8b6Doa3fVe6lBEcy,Soolking,Fruit du démon,https://i.scdn.co/image/1c17bbecd24dc8a7253aca9bf5b57f509a58a844,0.753,0.732,E,-5.396,major,0.163,0.305,0,0.0653,0.471,140.02,167520,4,E major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Moonlight,0JP9xo3adEtGSdUEISiszL,XXXTENTACION,?,https://i.scdn.co/image/2e70e7b198acc3bb03aaba9424c5fb23fb38c536,0.921,0.537,A,-5.723,minor,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,A minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,بغيت نطير ياما فيت روونى,00D6XwSJR30V95Y3mam8JN,Ihab Amir,بغيت نطير ياما فيت روونى,https://i.scdn.co/image/77eb7c17cafe5503e73408d14081578b13f5907f,0.563,0.751,F,-4.199,major,0.117,0.15,0,0.168,0.75,199.943,181917,4,F major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,KIKA (feat. Tory Lanez),6Gy7rXB6Ku5vIWC7WGWsl3,6ix9ine,DUMMY BOY,https://i.scdn.co/image/77eb7c17cafe55033929e99114f40e4b81e2572b,0.745,0.715,C#,-3.368,minor,0.245,0.128,0,0.182,0.342,94.513,136032,4,C# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Mirage,5MHkfPTNDj0ertMXHVbi2k,Soolking,Fruit du démon,https://i.scdn.co/image/1c17bbecd24dc8a7253aca9bf5b57f509a58a844,0.607,0.829,C,-5.647,minor,0.297,0.101,0,0.0628,0.548,175.906,230787,4,C minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Trap Beldi,5JIGmdJjGKukNFJzPnWRUQ,ISSAM,Trap Beldi,https://i.scdn.co/image/77eb7c17cafe550338e379db291af20a2bae83ab,0.748,0.724,D,-9.017,major,0.0689,0.151,0.00189,0.13,0.703,164.027,200226,4,D major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Better,6zeeWid2sgw4lap2jV61PZ,Khalid,Suncity,https://i.scdn.co/image/745289626882a42ef6e89ccc2ea06110518fb23c,0.596,0.552,C,-10.278,minor,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,C minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Say My Name,0YammaEkYSeo9vQYZ1OwS6,David Guetta,7,https://i.scdn.co/image/89dcc62fb8b9bf7f250155448d93218d80d4f82c,0.703,0.66,A#,-5.119,minor,0.123,0.137,0,0.192,0.79,95.031,198947,4,A# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Tata,1CoHo2YimE2ym8DCzlGLzc,Soolking,Fruit du démon,https://i.scdn.co/image/1c17bbecd24dc8a7253aca9bf5b57f509a58a844,0.769,0.867,D,-3.253,minor,0.041,0.273,1.88e-6,0.137,0.284,99.025,182320,4,D minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Thamalt Maak,4PuOUH1k3tptE6xV8D1qHX,Manel Hadli,Thamalt Maak,https://i.scdn.co/image/8ccb87b898f385abb12f33d30caf739694727266,0.555,0.714,F,-7.849,minor,0.0375,0.361,0,0.0796,0.771,171.973,245581,4,F minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,Juice WRLD,Goodbye & Good Riddance,https://i.scdn.co/image/0653b51eb20f46816c1f525da6e0696a6e7262ad,0.511,0.566,F#,-7.23,minor,0.2,0.349,0,0.34,0.218,83.903,239836,4,F# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Iguana,32bdnXtqv34XRlXxoDdsuo,INNA,Iguana,https://i.scdn.co/image/99c6791e18135cee7f36ec16dbedd71978e87117,0.732,0.566,G,-4.917,major,0.161,0.391,0.066,0.279,0.588,134.447,161907,5,G major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Girls Like You (feat. Cardi B),6FRLCMO5TUHTexlWo8ym1W,Maroon 5,Girls Like You (feat. Cardi B),https://i.scdn.co/image/bc4466a0b510a7d9e3c0818c680c6b294bcdc097,0.851,0.541,C,-6.825,major,0.0505,0.568,0,0.13,0.448,124.959,235545,4,C major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,ألو مون صوص,1O0BHzHqKCOQnZAh5aLBSB,Mohamed Adly,ألو مون صوص,https://i.scdn.co/image/daffcf0c41ec252ddc011fb8d7bb0b2091f96161,0.777,0.849,G#,-2.861,minor,0.0867,0.318,0,0.0784,0.761,95.986,193202,4,G# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,No No,29EQTIBPrptK14saBWq8Js,Sanfara,No No,https://i.scdn.co/image/77eb7c17cafe550333df844c8bf0c2d4d0c82713,0.75,0.522,F#,-8.824,minor,0.0912,0.203,2.45e-6,0.112,0.346,140.071,267416,4,F# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Madrina,4miiqu2dxOhBguQDHtqssH,Maes,Pure,https://i.scdn.co/image/77eb7c17cafe5503efcf969064d6ca5286e27817,0.736,0.797,B,-5.168,minor,0.0579,0.178,0.0192,0.36,0.713,122.984,220213,4,B minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,SWISH,55GiOwtxNajXVbpjjIzMnD,Tyga,SWISH,https://i.scdn.co/image/87b67d9ec6067291a64a0b37e4118325091c172b,0.884,0.541,B,-5.608,major,0.221,0.0831,0,0.118,0.274,105.009,194936,4,B major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Beddala,3vt1Ftnm9ETY1wQl5pPhiA,Mehdi Mozayine,Beddala,https://i.scdn.co/image/59109d5c53f7defdbb47da1d2b02fd02a9d6f85e,0.646,0.542,A#,-10.875,minor,0.23,0.171,0,0.306,0.72,87.666,189909,4,A# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Classe,50Ti0iedxujQOGnTPOseAV,Lbenj,Classe,https://i.scdn.co/image/814d5ab8cbe563c104f93f5930450f23189a9ec1,0.918,0.591,E,-8.451,minor,0.132,0.0474,1.13e-5,0.303,0.693,128.062,176250,4,E minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,I Love It (& Lil Pump),6ZbjA92zF6yPxim4CrMC87,Kanye West,I Love It,https://i.scdn.co/image/67a6a4e49285e1983e771811fcb463b4422d0e5d,0.905,0.536,C,-8.357,minor,0.211,0.00977,0,0.261,0.276,104.03,127947,4,C minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Youv,14jIz8q95uJrXUbKG2sNaW,Soolking,Fruit du démon,https://i.scdn.co/image/1c17bbecd24dc8a7253aca9bf5b57f509a58a844,0.704,0.92,C,-5.655,minor,0.157,0.488,0,0.095,0.385,93.982,161187,4,C minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Amoureux tombé,6QtiomH85pdqfZGI159sQl,Lbenj,Amoureux tombé,https://i.scdn.co/image/1a8b2fe50149aa5e12df5e4c3ffafe101537a106,0.84,0.613,B,-7.748,minor,0.122,0.248,0,0.324,0.447,95.953,195625,4,B minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Mama,3Sza4oAVIgpyqM8NOygc3Y,Muslim,Mama,https://i.scdn.co/image/4132d3cf1b77ec4f57ace3128823e83a1297d2ec,0.771,0.742,F#,-7.469,minor,0.0895,0.113,1.1e-5,0.0995,0.764,95.023,236331,4,F# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Without Me,5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me,https://i.scdn.co/image/dd916d01780a9591c8a02944fa06aaf30ca3e374,0.752,0.488,F#,-7.05,major,0.0705,0.297,9.11e-6,0.0936,0.533,136.041,201661,4,F# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,Ellie Goulding,Close To Me (feat. Swae Lee),https://i.scdn.co/image/ae57b175f4e231814a63958ea13f939e1ec5aaa8,0.574,0.758,C#,-5.029,minor,0.0621,0.0969,0,0.395,0.492,144.111,182623,4,C# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,imagine,0todbbT9g5uQGbeFCiBf2F,Ariana Grande,imagine,https://i.scdn.co/image/54e0a51655d5fe48e300cf47e3db0e9f35425428,0.714,0.474,G#,-4.993,major,0.039,0.374,0,0.106,0.376,62.484,212293,3,G# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Nothing Breaks Like a Heart (feat. Miley Cyrus),27rdGxbavYJeBphck5MZAF,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),https://i.scdn.co/image/6660f96688785c4b222c32a53eeb484c68a10610,0.601,0.794,G,-5.844,minor,0.0671,0.00987,1.36e-6,0.388,0.244,114.066,217467,4,G minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,Championships,https://i.scdn.co/image/77eb7c17cafe5503c5866117e0a3e5fc94620101,0.889,0.496,E,-6.365,minor,0.0905,0.259,0,0.252,0.544,86.003,180522,4,E minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Sweet but Psycho,25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho,https://i.scdn.co/image/9f92262af6d017302030d673f2826260b777edaf,0.719,0.704,C#,-4.724,major,0.0476,0.0691,0,0.166,0.628,133.002,187436,4,C# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Sunflower - Spider-Man: Into the Spider-Verse,1A6OTy97kk0mMdm78rHsm8,Post Malone,Sunflower (Spider-Man: Into the Spider-Verse),https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89,0.753,0.498,D,-5.61,major,0.0504,0.551,0,0.0706,0.927,89.95,158053,4,D major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Bad Liar,2RSHsoi04658QL5xgQVov3,Imagine Dragons,Origins (Deluxe),https://i.scdn.co/image/6ac2ed0481154149e2ca501b5dcbe3c1ac937c43,0.383,0.637,D#,-6.993,major,0.0703,0.0722,0,0.368,0.0827,177.913,260773,4,D# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Look Back At It,3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,Hoodie SZN,https://i.scdn.co/image/388171ca9cd00260701aa984ba622d3929c6d389,0.791,0.587,D#,-5.075,minor,0.0413,0.407,0,0.148,0.536,96.057,179449,4,D# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,"thank u, next",2rPE9A1vEgShuZxxzR2tZH,Ariana Grande,"thank u, next",https://i.scdn.co/image/77eb7c17cafe550337bbb4711235a0128db66a66,0.724,0.647,C#,-5.642,major,0.0658,0.28,0,0.102,0.435,106.96,207333,4,C# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Project Dreams,0PowxVSTY2uh1CPc8EPKyX,Marshmello,Project Dreams,https://i.scdn.co/image/7bd761b531773e9eb02fcfff6ffefc9887dd3896,0.777,0.831,G#,-2.129,major,0.177,0.42,0,0.105,0.791,160.153,167898,4,G# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,Zara Larsson,Ruin My Life,https://i.scdn.co/image/8b27a24ee5d5d0ba7c172508718cf10941226535,0.665,0.699,B,-5.265,major,0.0578,0.423,0,0.0969,0.585,124.896,190932,4,B major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,monster,2FUNBaa5DwItJtYEBgAblU,21 Savage,i am > i was,https://i.scdn.co/image/e89fed2244d8ea00f46312790c3a3b9f4092e5a6,0.89,0.607,A,-6.916,minor,0.124,0.158,2.28e-4,0.118,0.224,134.022,233040,4,A minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Trampoline,0lsRatBUs9HNIZAmoGABzk,SHAED,MELT,https://i.scdn.co/image/c2cbe32149e10b8348c7f59693c25755dffe5fa4,0.689,0.412,G,-7.523,minor,0.0301,0.488,1.6e-4,0.0659,0.537,126.754,184060,4,G minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),https://i.scdn.co/image/beed5edf4331ac27c2095a04ca51d84cc25133f8,0.703,0.723,A,-5.45,minor,0.0412,0.0302,2.06e-6,0.126,0.288,104.969,198903,4,A minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,when the party's over,14JzyD6FlBD5z0wV5P07YI,Billie Eilish,when the party's over,https://i.scdn.co/image/b322fdd64bf41d292684ca57a919d5fc9c537072,0.498,0.104,C#,-14.08,minor,0.0621,0.979,7.86e-5,0.0895,0.205,124.001,199931,3,C# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Solo de Mi,5YOkA7qd2983FtBQnP8sYx,Bad Bunny,Solo de Mi,https://i.scdn.co/image/f4e800461b7b35c90d1684945340ae286b6ceed5,0.743,0.73,A#,-4.314,minor,0.125,0.287,8.1e-5,0.0778,0.15,179.972,197968,4,A# minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Happy Now (feat. Sandro Cavazza),14sOS5L36385FJ3OL8hew4,Kygo,Happy Now (feat. Sandro Cavazza),https://i.scdn.co/image/cfd28be6bbcf7d88bc4580b4ae66a7120f184072,0.693,0.575,A,-6.998,major,0.0801,0.374,0,0.252,0.492,117.999,211362,4,A major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",4Uy3kNxW2kB8AEoXljEcth,Nicki Minaj,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89,0.766,0.881,A,-5.158,minor,0.137,0.0166,2.3e-6,0.347,0.674,112.027,174893,5,A minor
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Rewrite The Stars (with James Arthur & Anne-Marie),78nplE9X2ZGvQh3TKgvldE,James Arthur,The Greatest Showman: Reimagined,https://i.scdn.co/image/d6b9f37838bb6f4eb8ffca96fe18b20b3d23f2f8,0.67,0.743,A#,-4.993,major,0.0393,0.237,0,0.465,0.571,125.944,218293,4,A# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Roses (with Juice WRLD feat. Brendon Urie),1KVczjazCcCCgM3gXXUl47,benny blanco,FRIENDS KEEP SECRETS,https://i.scdn.co/image/f3420e21041cf842dca37865ce02585c790a0f63,0.612,0.601,G#,-7.089,major,0.164,0.168,0,0.117,0.525,147.018,223543,4,G# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Kiss and Make Up,7jr3iPu4O4bTCVwLMbdU2i,Dua Lipa,Dua Lipa (Complete Edition),https://i.scdn.co/image/a59ba61362a7301facba81a94c9cb1d9d4496b3a,0.678,0.729,G#,-4.188,major,0.137,0.0658,0,0.303,0.643,99.895,189173,4,G# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,Lewis Capaldi,Breach,https://i.scdn.co/image/3a37669a81c84c03be6dccea6d83a084f8bdddfd,0.501,0.405,C#,-5.679,major,0.0319,0.751,0,0.105,0.446,109.891,182161,4,C# major
TOP HITS MOROCCO - TOP 50 MOROCCO - MOROCCO TOP 50 - TOP SONGS IN MOROCCO 2019,https://pl.scdn.co/images/pl/default/a509d28a4ebeeeff8d018065328fc792b2ff7a13,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,Pray For The Wicked,https://i.scdn.co/image/5a0c73915586db4a6acf0a92eb7c503877f1c9a4,0.579,0.904,F,-2.729,major,0.0618,0.193,0,0.064,0.681,82.014,190947,4,F major
